RECTYPE,LEA,ESTAB,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE,PTAC5EM_PTQ_EE
1,850,6064,116521,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6026,116563,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4007,140182,0,AC,89,45.2,-0.22,-0.45,0.00,17%,4%,54%,38%
1,850,4015,136640,0,ACC,279,57.1,0.34,0.21,0.47,60%,42%,81%,76%
1,850,6048,116559,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4005,138585,0,AC,79,51.9,-0.09,-0.33,0.15,47%,32%,59%,57%
1,850,6075,136112,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4128,137125,0,ACC,188,52.6,-0.01,-0.16,0.15,55%,26%,73%,66%
1,850,5411,137345,0,ACC,225,54.5,0.08,-0.06,0.22,74%,47%,73%,70%
1,850,4316,116473,0,CY,156,42.2,-0.13,-0.30,0.04,48%,6%,38%,33%
1,850,4130,137128,0,ACC,206,55.3,0.00,-0.15,0.15,57%,31%,71%,63%
1,850,5418,136903,0,ACC,258,53.4,-0.12,-0.25,0.01,44%,32%,73%,69%
1,850,4133,116418,0,CY,145,44.6,-0.30,-0.47,-0.12,13%,10%,43%,39%
1,850,4129,137129,0,ACC,238,55.9,0.29,0.15,0.43,39%,26%,81%,76%
1,850,5414,116506,0,FD,152,49.7,-0.12,-0.29,0.05,41%,23%,63%,57%
1,850,4152,116425,1,CY,60,42.8,-0.13,-0.41,0.16,18%,0%,45%,17%
1,850,5403,136657,0,ACC,247,54.0,0.03,-0.10,0.17,50%,30%,69%,62%
1,850,4511,138135,0,ACC,240,57.5,0.27,0.13,0.41,46%,35%,80%,77%
1,850,4143,137239,0,ACC,242,55.4,0.32,0.18,0.45,33%,23%,70%,65%
1,850,6011,116513,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6062,116594,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6036,116518,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6038,116534,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6022,116543,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6084,134769,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4149,116424,0,CY,234,54.5,0.09,-0.04,0.23,43%,27%,74%,64%
1,850,4153,116426,0,CY,118,49.8,-0.28,-0.47,-0.08,32%,22%,70%,62%
1,850,5410,116502,0,FD,156,55.0,0.04,-0.13,0.21,41%,28%,75%,68%
1,850,5406,137315,0,ACC,127,46.9,0.11,-0.08,0.29,36%,20%,50%,45%
1,850,4175,136715,0,ACC,278,60.2,0.40,0.27,0.53,61%,57%,87%,81%
1,850,4113,116411,0,CY,175,52.6,0.16,0.00,0.32,33%,25%,71%,67%
1,850,4180,116440,0,CY,76,41.8,-0.43,-0.67,-0.18,30%,13%,43%,37%
1,850,4318,116475,0,CY,122,49.4,-0.13,-0.32,0.06,35%,14%,60%,55%
1,850,4206,116448,0,CY,173,50.6,0.11,-0.05,0.28,56%,35%,63%,58%
1,850,4012,116407,0,CY,205,59.3,0.36,0.20,0.51,61%,43%,86%,78%
1,850,4127,136654,0,ACC,369,53.8,0.17,0.06,0.28,32%,22%,70%,66%
1,850,6037,116532,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,4006,138920,0,AC,101,44.1,-0.15,-0.37,0.07,13%,7%,54%,40%
1,850,4161,138184,0,ACC,259,52.9,0.12,-0.01,0.25,53%,39%,69%,62%
1,850,4166,116433,0,CY,252,56.1,0.13,0.00,0.27,40%,29%,80%,73%
2,850,7032,116617,0,CYS,27,9.3,-1.10,-1.51,-0.68,0%,0%,0%,0%
2,850,6090,140046,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7004,141187,0,ACS,13,9.3,-3.00,-3.58,-2.42,0%,0%,8%,0%
2,850,6017,116586,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7043,137605,0,ACCS,32,14.3,-1.44,-1.81,-1.06,0%,0%,9%,0%
2,850,7041,135823,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,850,7072,116639,0,CYS,20,4.3,-1.55,-2.02,-1.08,0%,0%,0%,0%
2,850,6058,116588,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7000,131559,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,850,6031,116565,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,6086,135105,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7079,131068,0,CYS,8,1.3,-1.63,-2.37,-0.89,0%,0%,0%,0%
2,850,7020,116609,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,850,7014,116603,0,CYS,16,18.4,-1.75,-2.31,-1.20,0%,0%,0%,0%
2,850,7026,116614,0,CYS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,850,6005,116589,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7078,140732,0,ACCS,7,0.4,-2.61,-3.40,-1.82,0%,0%,0%,0%
2,850,7075,116641,0,CYS,15,10.1,-1.00,-1.56,-0.44,0%,0%,0%,0%
2,850,6089,137279,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7070,116637,0,CYS,32,5.2,-1.60,-1.99,-1.20,0%,0%,0%,0%
2,850,5950,116511,0,CYS,28,1.6,-1.48,-1.89,-1.06,0%,0%,0%,0%
2,850,7001,133581,0,CYS,12,8.3,-2.66,-3.26,-2.05,0%,0%,0%,0%
2,850,7023,116611,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,850,6032,116584,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7033,116618,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,850,7073,116640,0,CYS,29,8.6,-1.70,-2.14,-1.25,0%,0%,0%,0%
2,850,6030,116564,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,850,7068,116636,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,850,,,,,13110,51.0,-0.03,-0.05,-0.01,41.2%,25.8%,66.3%,60.3%
1,851,4320,140697,0,ACC,196,47.4,-0.39,-0.54,-0.24,76%,27%,68%,56%
1,851,6905,135965,0,AC,99,48.5,0.29,0.07,0.52,52%,27%,68%,65%
1,851,4302,116462,0,FD,145,42.1,-0.35,-0.53,-0.18,8%,3%,50%,46%
1,851,4303,116463,0,CY,187,45.7,-0.32,-0.47,-0.16,25%,10%,54%,49%
1,851,6002,116573,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,851,4003,140605,0,AC,181,44.8,-0.32,-0.48,-0.17,50%,15%,46%,41%
1,851,4002,139714,0,AC,145,53.2,0.40,0.22,0.58,17%,11%,66%,59%
1,851,6004,116583,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,851,6003,116581,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,851,4004,141175,0,AC,239,48.4,0.00,-0.14,0.14,43%,18%,61%,55%
1,851,5413,116505,0,VA,136,54.3,0.50,0.31,0.68,39%,27%,77%,73%
1,851,6001,116582,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,851,4301,116461,0,CY,219,51.7,0.01,-0.13,0.16,48%,41%,69%,62%
1,851,4005,141875,0,AC,116,41.6,-0.41,-0.61,-0.22,18%,3%,39%,34%
2,851,7472,135308,0,CYS,29,6.1,-3.09,-3.53,-2.66,0%,0%,0%,0%
2,851,7471,140325,0,ACCS,11,NE,NE,NE,NE,NE,NE,NE,NE
2,851,7046,116628,0,CYS,24,2.3,-1.70,-2.14,-1.25,0%,0%,0%,0%
4,851,,,,,1729,46.2,-0.16,-0.21,-0.11,37.8%,18.6%,57.8%,51.8%
1,852,4278,116458,0,CY,294,50.5,0.03,-0.10,0.15,40%,26%,63%,58%
1,852,4311,116469,0,CY,185,50.0,0.28,0.11,0.45,42%,28%,65%,59%
1,852,4271,116454,0,FD,111,39.6,-0.76,-0.96,-0.56,73%,7%,35%,31%
1,852,6000,116568,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,852,6006,116580,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,852,6905,135628,0,AC,103,40.3,-0.30,-0.51,-0.08,4%,2%,43%,29%
1,852,6906,135629,0,AC,108,46.4,-0.19,-0.40,0.02,6%,4%,54%,50%
1,852,4270,116453,0,CY,203,40.2,-0.61,-0.75,-0.46,28%,15%,36%,34%
1,852,4262,116450,0,FD,138,51.0,0.45,0.26,0.63,40%,18%,59%,51%
1,852,5417,138476,0,ACC,193,58.0,0.40,0.24,0.55,51%,40%,84%,76%
1,852,5415,116507,0,VA,108,54.4,0.54,0.33,0.75,51%,31%,72%,66%
1,852,6003,116567,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,852,4264,116451,0,CY,203,48.7,-0.21,-0.36,-0.06,49%,12%,63%,58%
1,852,4275,137037,0,ACC,151,51.3,0.11,-0.08,0.29,63%,33%,64%,59%
1,852,4306,116465,0,CY,125,38.8,-1.01,-1.20,-0.82,34%,13%,34%,30%
2,852,7037,116622,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,852,7036,116621,0,FDS,29,NE,NE,NE,NE,NE,NE,NE,NE
2,852,7039,116624,0,FDS,9,9.3,-1.97,-2.71,-1.23,0%,0%,0%,0%
2,852,7050,139265,0,FS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,852,6009,131556,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,852,,,,,1966,47.1,-0.13,-0.18,-0.08,40.1%,20.3%,56.3%,50.9%
1,855,4508,138833,0,ACC,531,51.6,-0.05,-0.14,0.04,41%,34%,69%,61%
1,855,4045,139624,0,ACC,535,57.5,0.65,0.56,0.75,56%,34%,81%,75%
1,855,4036,138819,0,ACC,126,52.8,0.00,-0.19,0.19,37%,18%,78%,74%
1,855,4048,137969,0,ACC,146,54.1,0.32,0.14,0.50,29%,23%,77%,73%
1,855,4506,138521,0,ACC,,,,,,,,,
1,855,6005,120341,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,6023,135185,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4031,138820,0,ACC,,,,,,,,,
1,855,4029,140787,0,ACC,167,46.6,-0.02,-0.18,0.15,23%,13%,62%,55%
1,855,4021,141874,0,AC,,,,,,,,,
1,855,4002,141894,1,ACC,127,45.8,-0.27,-0.47,-0.08,30%,18%,62%,52%
1,855,4050,138524,0,ACC,362,50.6,-0.17,-0.28,-0.06,17%,11%,70%,62%
1,855,4601,138298,0,ACC,214,54.1,0.07,-0.08,0.21,19%,16%,74%,68%
1,855,6004,120339,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4052,138627,0,ACC,244,53.6,0.14,0.00,0.27,34%,19%,68%,64%
1,855,4026,140103,0,ACC,,,,,,,,,
1,855,4011,138327,0,ACC,,,,,,,,,
1,855,4013,141682,0,ACC,493,46.9,-0.49,-0.59,-0.40,13%,9%,60%,45%
1,855,4056,120274,0,CY,206,47.5,-0.10,-0.25,0.05,37%,14%,59%,53%
1,855,4000,137799,0,ACC,184,47.5,-0.42,-0.57,-0.26,69%,26%,63%,54%
1,855,4044,137617,0,ACC,205,53.9,0.42,0.27,0.56,20%,16%,66%,62%
1,855,4055,137540,0,ACC,,,,,,,,,
1,855,4001,138821,0,ACC,311,46.1,-0.37,-0.49,-0.25,23%,13%,59%,54%
1,855,6018,120334,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4014,137367,0,ACC,119,49.8,-0.07,-0.26,0.13,62%,42%,61%,50%
1,855,5400,138628,0,ACC,117,44.8,-0.63,-0.83,-0.44,47%,22%,58%,47%
1,855,6012,120332,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,6009,120333,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4503,138150,0,ACC,550,52.7,-0.12,-0.21,-0.03,11%,8%,66%,63%
1,855,4015,137115,0,ACC,,,,,,,,,
1,855,6003,120314,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4016,138108,0,ACC,159,56.5,0.28,0.12,0.45,67%,37%,81%,74%
1,855,4032,137828,0,ACC,189,51.7,-0.04,-0.20,0.11,67%,33%,61%,53%
1,855,4006,138223,1,FSS,78,30.8,-1.24,-1.48,-1.01,0%,0%,28%,15%
1,855,6008,120317,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,6001,120316,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4505,137640,0,ACC,145,48.8,-0.32,-0.50,-0.14,23%,17%,61%,53%
1,855,4053,137968,0,ACC,,,,,,,,,
1,855,4003,137161,0,ACC,397,53.6,-0.17,-0.28,-0.07,27%,21%,85%,71%
1,855,4022,138079,0,ACC,,,,,,,,,
1,855,4602,138290,0,ACC,84,56.4,0.26,0.02,0.49,49%,26%,85%,81%
1,855,4008,141012,0,FSS,23,47.6,0.16,-0.27,0.60,0%,0%,65%,39%
1,855,4018,139442,0,ACC,111,50.6,0.07,-0.13,0.27,41%,15%,77%,63%
1,855,5402,137931,0,ACC,158,43.7,-0.08,-0.25,0.09,43%,21%,44%,37%
1,855,8000,130747,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4004,137317,0,FSS,34,38.4,-0.51,-0.87,-0.15,24%,6%,38%,38%
1,855,4057,138527,0,ACC,,,,,,,,,
1,855,6006,120331,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,855,4017,137170,0,ACC,,,,,,,,,
1,855,5403,137984,0,ACC,,,,,,,,,
1,855,4033,138894,0,ACC,271,46.6,0.12,-0.01,0.24,27%,15%,49%,43%
1,855,4009,141129,1,AC,95,42.0,-0.59,-0.81,-0.37,25%,7%,49%,40%
1,855,4038,138537,0,ACC,125,34.8,-1.21,-1.40,-1.02,12%,4%,27%,22%
1,855,4268,137401,0,ACC,132,50.5,0.04,-0.15,0.22,65%,36%,67%,59%
1,855,4049,137983,0,ACC,291,46.7,-0.31,-0.44,-0.19,12%,7%,60%,52%
2,855,7006,120352,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,855,7215,134640,0,CYS,11,3.4,-1.68,-2.34,-1.02,0%,0%,0%,0%
2,855,7216,138156,0,ACCS,23,1.2,-1.79,-2.22,-1.35,0%,0%,0%,0%
2,855,7008,137905,0,ACCS,14,NE,NE,NE,NE,NE,NE,NE,NE
2,855,6010,120330,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,6033,141127,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,6020,134438,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,7002,120348,0,CYS,25,8.2,-1.44,-1.90,-0.99,0%,0%,0%,0%
2,855,6021,128078,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,6026,135217,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,6025,135218,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,855,7005,138935,0,ACCS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,855,6032,139734,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,855,,,,,7024,49.4,-0.11,-0.14,-0.09,31.4%,18.8%,64.8%,57.2%
1,856,6017,134809,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,6006,136823,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,4270,120294,0,FD,161,40.5,0.04,-0.17,0.26,23%,14%,48%,43%
1,856,4242,120281,0,CY,199,47.6,-0.05,-0.20,0.10,12%,9%,54%,52%
1,856,4273,120297,0,CY,223,47.3,-0.15,-0.30,0.00,28%,16%,56%,44%
1,856,4205,120277,0,CY,235,46.9,-0.14,-0.28,0.00,15%,12%,57%,51%
1,856,6004,120345,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,4721,120306,0,VA,180,50.7,-0.02,-0.18,0.14,48%,24%,62%,57%
1,856,4274,120298,0,FD,165,48.6,0.49,0.31,0.67,15%,10%,58%,50%
1,856,4249,120285,0,CY,235,35.9,-0.73,-0.89,-0.57,20%,3%,41%,33%
1,856,6011,137561,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,6015,133349,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,4251,120287,0,CY,243,52.5,-0.06,-0.20,0.07,54%,37%,72%,67%
1,856,4246,120283,0,CY,178,42.0,-0.46,-0.63,-0.30,17%,11%,47%,37%
1,856,6009,120324,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,6024,138376,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,4000,138869,0,VA,62,53.9,-0.01,-0.29,0.27,18%,10%,74%,66%
1,856,4724,129645,0,VA,62,50.8,0.12,-0.16,0.39,16%,13%,65%,63%
1,856,4267,120292,0,CY,214,43.8,-0.44,-0.59,-0.29,32%,13%,52%,48%
1,856,4005,131945,0,FD,140,41.3,-0.48,-0.67,-0.29,34%,11%,46%,39%
1,856,4244,120282,0,CY,269,54.6,0.48,0.35,0.61,76%,50%,71%,61%
1,856,6000,120326,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,856,4723,120307,0,VA,176,49.3,-0.18,-0.35,-0.02,30%,20%,58%,55%
1,856,4232,120279,0,CY,232,53.1,0.05,-0.09,0.19,36%,28%,69%,63%
1,856,4250,120286,0,CY,254,51.3,0.30,0.17,0.43,49%,29%,70%,67%
1,856,6905,128364,0,AC,74,34.8,-1.12,-1.36,-0.87,22%,8%,31%,24%
2,856,6025,139559,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,856,7003,138094,0,ACCS,8,3.4,-1.56,-2.41,-0.70,0%,0%,0%,0%
2,856,7218,130371,0,CYS,39,0.6,-1.91,-2.26,-1.56,0%,0%,0%,0%
2,856,7220,131187,0,CYS,22,15.8,-1.60,-2.09,-1.11,0%,0%,5%,0%
2,856,7215,120362,0,CYS,16,15.5,-1.59,-2.22,-0.96,0%,0%,6%,0%
2,856,7213,120361,0,FDS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,856,7221,131099,0,FDS,11,NE,NE,NE,NE,NE,NE,NE,NE
4,856,,,,,3409,46.1,-0.13,-0.17,-0.09,32.2%,19.1%,56.5%,50.3%
1,857,5405,137340,0,ACC,152,54.8,0.40,0.23,0.58,30%,22%,76%,72%
1,857,5406,136530,0,ACC,165,56.8,0.34,0.18,0.51,29%,25%,79%,70%
1,857,6000,120322,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,857,5404,136629,0,ACC,172,53.9,0.14,-0.03,0.30,38%,31%,73%,69%
1,857,6002,120320,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,857,6004,131018,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,857,6005,134938,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,857,,,,,489,55.1,0.29,0.19,0.39,32.7%,26.2%,76.1%,70.1%
1,860,4500,124449,0,VC,104,47.2,0.16,-0.05,0.36,5%,4%,57%,50%
1,860,6013,124470,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4112,140123,0,ACC,197,53.2,0.27,0.12,0.42,47%,23%,73%,67%
1,860,4143,137356,0,ACC,184,46.7,-0.06,-0.22,0.09,30%,22%,59%,52%
1,860,4710,124459,0,VA,118,48.0,-0.25,-0.45,-0.05,14%,8%,55%,46%
1,860,4607,124455,0,VA,105,50.0,-0.28,-0.48,-0.07,25%,16%,60%,58%
1,860,4067,124396,0,FD,152,51.0,-0.17,-0.34,0.00,61%,39%,61%,58%
1,860,5401,137384,0,ACC,192,49.3,0.05,-0.10,0.20,8%,4%,35%,34%
1,860,5403,124468,0,VA,156,51.2,-0.15,-0.32,0.02,43%,18%,60%,60%
1,860,6008,124486,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,6023,131695,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4178,124443,0,CY,221,50.7,0.00,-0.14,0.14,22%,17%,69%,63%
1,860,4153,136959,0,ACC,97,50.0,-0.04,-0.25,0.17,39%,23%,64%,58%
1,860,4140,124425,0,CY,211,49.9,-0.21,-0.36,-0.07,27%,11%,58%,53%
1,860,4093,140470,0,ACC,123,49.4,0.02,-0.17,0.21,89%,28%,45%,41%
1,860,4094,124412,0,FD,197,53.0,-0.13,-0.28,0.01,84%,37%,63%,60%
1,860,4075,124400,0,CY,233,49.1,0.06,-0.08,0.19,8%,6%,62%,53%
1,860,4176,136414,0,ACC,321,53.7,0.28,0.16,0.40,66%,39%,76%,73%
1,860,6003,124473,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4077,124401,0,CY,137,48.7,-0.46,-0.64,-0.28,51%,27%,66%,56%
1,860,5404,136886,0,ACC,140,54.0,0.01,-0.17,0.19,64%,21%,73%,64%
1,860,4126,124422,0,CY,207,52.6,-0.07,-0.22,0.07,47%,37%,70%,67%
1,860,4079,124402,0,CY,175,46.4,-0.17,-0.33,-0.01,20%,13%,45%,42%
1,860,4003,137103,1,AC,118,43.1,-0.53,-0.72,-0.33,23%,12%,43%,39%
1,860,4002,137100,0,AC,121,50.9,0.22,0.03,0.41,34%,26%,58%,52%
1,860,6906,139234,0,FUTC,182,48.0,-0.43,-0.59,-0.27,0%,0%,68%,61%
1,860,4061,136323,0,ACC,224,56.3,0.26,0.12,0.41,60%,43%,71%,67%
1,860,4181,124445,0,CY,136,43.5,-0.41,-0.59,-0.23,27%,10%,49%,39%
1,860,4087,124408,0,CY,216,54.3,-0.03,-0.18,0.11,54%,34%,80%,75%
1,860,4012,141700,0,VA,79,44.5,-0.52,-0.76,-0.28,51%,23%,51%,41%
1,860,4070,142313,0,ACC,228,47.2,-0.25,-0.39,-0.12,30%,13%,45%,43%
1,860,4009,141342,0,AC,117,51.0,0.03,-0.16,0.23,30%,19%,65%,57%
1,860,6905,136136,0,AC,164,46.1,-0.07,-0.23,0.10,26%,11%,47%,42%
1,860,4004,137146,0,AC,145,47.2,-0.10,-0.28,0.07,28%,14%,49%,43%
1,860,4085,124406,0,FD,117,42.5,-0.09,-0.28,0.11,22%,3%,48%,42%
1,860,6012,124474,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4090,140154,0,ACC,134,52.0,0.05,-0.13,0.23,26%,18%,70%,61%
1,860,6444,136685,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4072,124399,0,CY,130,55.9,0.57,0.38,0.75,69%,44%,66%,65%
1,860,4096,124413,0,FD,76,42.3,-0.38,-0.62,-0.14,72%,18%,38%,38%
1,860,4089,124409,0,CY,76,46.9,-0.12,-0.36,0.12,26%,16%,58%,47%
1,860,6015,124487,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4066,124395,0,CY,65,38.1,-0.69,-0.95,-0.43,31%,15%,45%,34%
1,860,4010,141343,0,AC,151,49.1,-0.43,-0.60,-0.26,24%,14%,57%,50%
1,860,4055,124392,0,CY,126,42.3,-0.10,-0.29,0.10,8%,3%,35%,33%
1,860,4610,138729,0,ACC,176,60.9,0.64,0.48,0.80,81%,68%,88%,82%
1,860,4051,124391,0,CY,120,47.5,-0.12,-0.31,0.08,28%,18%,51%,48%
1,860,4158,138728,0,ACC,186,51.5,0.27,0.12,0.42,34%,23%,62%,57%
1,860,4007,138351,0,F,27,42.5,-0.67,-1.08,-0.26,30%,15%,59%,41%
1,860,6005,124471,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,6011,124476,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,4713,140802,0,ACC,160,50.2,-0.12,-0.29,0.04,28%,23%,65%,61%
1,860,4180,124444,0,CY,162,53.4,0.17,0.00,0.34,31%,23%,70%,64%
1,860,4060,124393,0,FD,164,49.5,-0.33,-0.49,-0.16,3%,3%,69%,62%
1,860,6009,124489,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,860,5402,124467,0,FD,58,43.9,-0.32,-0.60,-0.05,0%,0%,62%,57%
1,860,4005,137164,0,AC,79,45.6,-0.16,-0.40,0.07,11%,5%,48%,44%
1,860,4006,138435,0,AC,156,48.2,-0.06,-0.23,0.11,0%,0%,58%,54%
1,860,4146,124430,0,CY,253,54.2,0.27,0.13,0.40,48%,26%,66%,58%
1,860,4084,139708,0,ACC,112,42.4,-0.32,-0.51,-0.12,8%,6%,46%,41%
1,860,4111,124416,0,CY,189,56.3,-0.22,-0.37,-0.07,28%,26%,77%,75%
1,860,4183,137553,0,ACC,132,51.7,-0.01,-0.19,0.18,37%,20%,64%,55%
1,860,4086,124407,0,FD,187,50.5,-0.08,-0.24,0.08,53%,32%,59%,55%
1,860,4123,138936,0,ACC,171,47.4,-0.13,-0.29,0.03,18%,14%,55%,49%
1,860,4100,124415,0,CY,165,52.5,0.53,0.36,0.69,53%,28%,73%,66%
1,860,4013,142015,0,AC,192,44.8,-0.61,-0.77,-0.46,20%,9%,52%,48%
2,860,7026,141448,0,ACCS,27,3.7,-1.59,-2.02,-1.17,0%,0%,0%,0%
2,860,7027,141449,0,ACCS,16,4.3,-1.30,-1.86,-0.74,0%,0%,0%,0%
2,860,6026,133989,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,7015,124504,0,FDS,15,1.9,-1.64,-2.20,-1.08,0%,0%,0%,0%
2,860,7023,124508,0,CYS,16,6.0,-1.35,-1.87,-0.83,0%,0%,0%,0%
2,860,6040,138243,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,6041,142013,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,6037,137098,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,7024,142170,0,ACCS,20,0.1,-2.60,-3.08,-2.12,0%,0%,0%,0%
2,860,6022,124488,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,7028,124512,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,860,6029,131004,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,6443,136245,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,6039,137956,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,7041,124521,0,CYS,31,3.6,-1.60,-1.97,-1.22,0%,0%,0%,0%
2,860,6017,124495,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,6024,132735,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,860,7039,124520,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
