RECTYPE,LEA,ESTAB,URN,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE,PTAC5EM_PTQ_EE
1,371,6907,135963,0,AC,176,48.1,0.19,0.03,0.35,26%,17%,61%,57%
1,371,4033,137603,0,ACC,229,53.1,-0.18,-0.31,-0.04,16%,12%,75%,70%
1,371,4608,136675,0,AC,121,51.3,0.39,0.20,0.58,36%,30%,64%,60%
1,371,4031,139301,0,ACC,163,44.4,-0.69,-0.86,-0.53,34%,15%,48%,42%
1,371,6905,135007,0,AC,207,48.5,-0.22,-0.36,-0.07,38%,19%,67%,62%
1,371,4003,140964,0,F,,,,,,,,,
2,371,7014,135546,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,371,6011,106817,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,371,7012,135544,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,371,6001,140816,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,371,7016,135548,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,371,7013,135545,0,CYS,14,NE,NE,NE,NE,NE,NE,NE,NE
2,371,7015,135547,0,CYS,18,NE,NE,NE,NE,NE,NE,NE,NE
2,371,6005,106814,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,371,,,,,3025,46.8,-0.21,-0.25,-0.17,27.4%,15.8%,59.0%,54.5%
1,372,4021,136718,0,ACC,267,52.8,0.05,-0.08,0.18,66%,32%,71%,66%
1,372,4024,136301,0,ACC,244,48.0,-0.14,-0.28,-0.01,40%,31%,56%,54%
1,372,4000,106947,0,CY,186,38.0,-0.14,-0.31,0.02,4%,3%,39%,34%
1,372,4022,141730,0,ACC,242,44.8,-0.45,-0.59,-0.32,14%,10%,52%,46%
1,372,6003,134466,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,372,6905,136042,0,AC,187,52.5,0.10,-0.06,0.25,43%,18%,75%,74%
1,372,4003,140459,0,ACC,196,48.2,-0.14,-0.29,0.01,13%,8%,58%,51%
1,372,4002,140553,0,AC,190,50.5,0.22,0.07,0.37,20%,15%,67%,64%
1,372,4800,138329,0,ACC,138,51.2,0.12,-0.06,0.30,31%,25%,65%,62%
1,372,4601,106962,0,VA,128,47.9,-0.19,-0.38,-0.01,41%,22%,60%,54%
1,372,4023,106959,0,CY,171,47.1,0.04,-0.12,0.20,40%,20%,52%,48%
1,372,4020,140254,0,ACC,97,42.6,0.14,-0.08,0.35,4%,3%,47%,46%
1,372,4025,136331,0,ACC,244,49.5,-0.04,-0.17,0.10,11%,8%,66%,64%
1,372,4017,106954,0,FD,295,49.7,-0.06,-0.18,0.07,61%,43%,64%,60%
1,372,4018,140646,0,ACC,317,55.8,0.52,0.40,0.64,51%,36%,83%,78%
1,372,4011,139992,0,ACC,152,51.0,0.48,0.32,0.65,14%,10%,64%,59%
1,372,4010,106950,0,FD,232,49.6,0.36,0.22,0.49,9%,7%,56%,54%
2,372,7002,142768,0,ACS,,,,,,,,,
2,372,7001,106967,1,CYS,8,0.3,-1.49,-2.23,-0.75,0%,0%,0%,0%
2,372,7011,106972,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,372,7003,106968,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,372,7006,106969,0,CYS,12,3.7,-2.01,-2.61,-1.41,0%,0%,0%,0%
2,372,7000,106966,0,CYS,13,NE,NE,NE,NE,NE,NE,NE,NE
2,372,7009,106970,0,CYS,11,0.5,-1.79,-2.45,-1.13,0%,0%,0%,0%
4,372,,,,,3335,48.5,0.03,-0.01,0.07,31.2%,19.7%,61.3%,57.5%
1,373,6030,134574,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,5401,138337,0,ACC,197,48.3,0.03,-0.12,0.18,69%,22%,56%,52%
1,373,6028,131122,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,6004,140479,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,6027,107168,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,6005,107163,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,4276,107146,0,FD,219,45.1,-0.26,-0.40,-0.12,47%,14%,47%,42%
1,373,4272,139101,0,ACC,178,52.2,-0.18,-0.34,-0.03,34%,25%,75%,58%
1,373,4000,138414,0,AC,150,39.5,-0.57,-0.75,-0.40,1%,1%,41%,35%
1,373,4270,140809,0,ACC,343,48.1,-0.18,-0.30,-0.07,63%,28%,51%,45%
1,373,4280,138925,0,ACC,194,38.4,-0.17,-0.33,-0.01,30%,10%,37%,35%
1,373,4003,139334,0,AC,180,40.8,0.03,-0.14,0.19,17%,11%,44%,42%
1,373,4007,140547,0,AC,206,49.5,0.06,-0.09,0.20,32%,26%,56%,52%
1,373,6026,107167,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,4278,141495,0,ACC,199,49.9,0.52,0.37,0.67,14%,10%,59%,49%
1,373,4257,107139,0,CY,235,52.4,-0.02,-0.15,0.12,61%,32%,74%,64%
1,373,4225,139856,0,ACC,159,44.0,0.40,0.22,0.58,8%,4%,52%,45%
1,373,4230,138841,0,ACC,203,58.9,0.49,0.34,0.64,53%,39%,83%,78%
1,373,4259,107140,0,CY,229,50.7,-0.02,-0.16,0.12,60%,28%,61%,57%
1,373,4279,138545,0,ACC,323,50.5,0.04,-0.07,0.16,63%,37%,69%,62%
1,373,4008,140821,0,AC,167,49.8,0.33,0.16,0.51,14%,11%,57%,53%
1,373,5400,138361,0,ACC,198,58.2,0.32,0.17,0.47,74%,42%,81%,75%
1,373,6003,137568,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,4005,140394,0,AC,,,,,,,,,
1,373,4006,140415,0,AC,203,51.0,0.31,0.16,0.46,15%,13%,67%,64%
1,373,6907,135934,0,AC,132,41.8,0.33,0.13,0.53,54%,12%,44%,36%
1,373,6021,107166,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,6905,131895,0,AC,122,52.2,0.94,0.74,1.14,52%,30%,67%,61%
1,373,6906,131896,0,AC,183,42.9,-0.27,-0.42,-0.11,10%,3%,42%,37%
1,373,4229,139167,0,ACC,179,58.7,0.49,0.34,0.65,78%,52%,80%,74%
1,373,4271,107143,0,CY,155,47.9,-0.35,-0.52,-0.19,14%,12%,55%,48%
1,373,4234,138069,0,ACC,232,57.5,0.47,0.33,0.61,50%,41%,79%,71%
1,373,4004,139695,0,FUTC,103,43.5,-0.78,-0.99,-0.57,6%,2%,53%,43%
1,373,4010,142605,0,FUTC,,,,,,,,,
1,373,6001,107162,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,373,4252,107135,0,FD,292,48.1,-0.23,-0.36,-0.11,37%,19%,56%,52%
1,373,4253,137400,0,ACC,161,44.5,-0.36,-0.53,-0.19,9%,6%,59%,52%
2,373,7010,107169,0,CYS,23,0.1,-2.04,-2.48,-1.61,0%,0%,0%,0%
2,373,6002,136936,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,373,7040,126705,0,CYS,20,3.7,-2.11,-2.62,-1.61,0%,0%,0%,0%
2,373,7041,126712,0,CYS,20,6.5,-1.93,-2.40,-1.46,0%,0%,0%,0%
2,373,7043,135287,0,CYS,17,0.5,-1.50,-2.01,-1.00,0%,0%,0%,0%
2,373,7024,107178,0,CYS,26,0.8,-1.44,-1.85,-1.04,0%,0%,0%,0%
4,373,,,,,5251,48.1,0.01,-0.02,0.04,39.3%,21.6%,58.8%,52.8%
1,380,6117,134429,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,6907,135865,0,AC,135,42.4,-0.47,-0.66,-0.28,21%,7%,50%,46%
1,380,4064,139975,0,ACC,274,51.2,-0.02,-0.15,0.11,59%,30%,65%,63%
1,380,4025,142031,0,AC,68,38.2,-0.17,-0.44,0.10,3%,1%,43%,35%
1,380,4041,138087,0,ACC,177,47.2,0.38,0.22,0.54,39%,20%,53%,45%
1,380,5400,107439,0,VA,294,53.7,0.14,0.02,0.26,54%,40%,73%,66%
1,380,6906,135367,0,AC,193,41.9,-0.17,-0.33,-0.02,7%,3%,43%,36%
1,380,6110,107461,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4021,140429,0,AC,,,,,,,,,
1,380,6102,140204,0,F,72,51.5,0.05,-0.23,0.32,57%,40%,69%,56%
1,380,6103,107455,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4007,138566,1,FSS,9,25.6,-2.07,-2.81,-1.33,0%,0%,0%,0%
1,380,4029,142825,0,AC,,,,,,,,,
1,380,4001,107350,1,FD,262,43.5,-0.35,-0.48,-0.22,47%,24%,47%,43%
1,380,4100,107413,0,CY,234,46.3,0.24,0.10,0.39,6%,5%,61%,42%
1,380,6114,134140,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,6908,135866,0,AC,215,41.2,-0.19,-0.34,-0.04,47%,13%,42%,33%
1,380,6905,130909,0,AC,168,53.7,0.10,-0.07,0.26,72%,44%,70%,65%
1,380,4004,137277,0,F,163,55.5,0.47,0.30,0.63,80%,43%,67%,61%
1,380,4024,141002,0,F,,,,,,,,,
1,380,4010,138251,0,F,,,,,,,,,
1,380,6115,134386,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,6349,136189,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4613,136962,0,ACC,95,55.2,0.65,0.43,0.87,45%,24%,73%,71%
1,380,6116,134587,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4101,139982,0,ACC,298,37.4,-0.64,-0.77,-0.51,4%,3%,33%,31%
1,380,5401,107440,0,FD,270,37.3,-0.86,-0.99,-0.73,9%,4%,33%,27%
1,380,4610,107428,0,VA,150,47.8,-0.08,-0.25,0.10,60%,29%,65%,53%
1,380,4502,136905,0,ACC,244,60.0,0.30,0.16,0.44,47%,38%,86%,81%
1,380,4616,132219,0,VA,227,54.7,0.47,0.33,0.61,28%,14%,69%,65%
1,380,6109,107460,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,5404,107443,1,FD,181,39.2,-0.32,-0.48,-0.15,55%,13%,37%,29%
1,380,4027,142681,0,AC,,,,,,,,,
1,380,6004,138244,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,5402,107441,1,FD,276,43.5,-0.43,-0.56,-0.31,26%,8%,39%,34%
1,380,4032,143112,0,AC,,,,,,,,,
1,380,4019,139995,0,AC,140,39.8,-0.23,-0.41,-0.04,13%,9%,35%,29%
1,380,6119,130245,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4013,139474,0,F,,,,,,,,,
1,380,4112,132217,0,FD,169,48.3,-0.09,-0.25,0.07,22%,14%,59%,54%
1,380,4039,143113,0,AC,,,,,,,,,
1,380,4069,107391,1,FD,159,42.2,-0.23,-0.41,-0.06,17%,10%,44%,36%
1,380,4023,140569,0,VA,333,48.4,0.07,-0.05,0.19,27%,16%,57%,51%
1,380,4006,137576,0,AC,125,41.5,-0.17,-0.36,0.02,20%,8%,34%,33%
1,380,5403,107442,0,FD,244,42.3,-0.61,-0.74,-0.47,16%,10%,40%,34%
1,380,4074,107395,0,CY,248,50.0,-0.02,-0.15,0.12,48%,29%,58%,55%
1,380,6118,134427,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,380,4036,107366,0,FD,260,37.0,-0.80,-0.94,-0.67,15%,5%,40%,32%
1,380,6909,136198,0,AC,126,39.5,0.00,-0.20,0.20,5%,2%,33%,29%
2,380,7032,135229,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,380,7034,139977,0,ACCS,8,NE,NE,NE,NE,NE,NE,NE,NE
2,380,7036,135861,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE
2,380,6009,140566,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,380,7000,138099,0,CYS,7,28.0,-0.11,-0.96,0.74,0%,0%,0%,0%
2,380,6012,141604,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,380,7033,139978,0,ACCS,27,NE,NE,NE,NE,NE,NE,NE,NE
2,380,6011,141603,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,380,,,,,5868,45.4,-0.15,-0.18,-0.12,32.2%,17.1%,51.6%,45.6%
1,381,5406,136604,0,ACC,214,51.0,-0.06,-0.20,0.09,34%,27%,69%,64%
1,381,5405,137521,0,ACC,278,50.1,-0.12,-0.24,0.01,22%,14%,60%,46%
1,381,4022,107562,0,FD,205,54.8,0.35,0.21,0.50,33%,26%,69%,67%
1,381,5401,139182,0,ACC,153,69.1,0.14,-0.03,0.32,86%,78%,98%,97%
1,381,6006,107585,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,381,4035,140326,0,ACC,167,46.0,0.11,-0.05,0.28,20%,15%,51%,50%
1,381,5404,137036,0,AC,264,48.2,-0.42,-0.55,-0.29,20%,11%,60%,55%
1,381,5400,136788,0,ACC,154,66.7,-0.04,-0.22,0.13,71%,68%,99%,99%
1,381,4001,107561,0,FD,109,35.0,-1.12,-1.33,-0.92,9%,2%,33%,18%
1,381,5402,137444,0,ACC,228,50.3,0.04,-0.10,0.18,17%,12%,64%,60%
1,381,6007,107586,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,381,6001,107583,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,381,5408,141307,0,ACC,237,51.4,0.01,-0.12,0.15,34%,16%,58%,55%
1,381,4024,107563,0,CY,150,42.1,0.03,-0.15,0.21,61%,17%,39%,37%
1,381,4026,107564,0,CY,107,50.8,0.22,0.01,0.42,50%,21%,59%,57%
1,381,6905,136094,0,AC,238,54.1,0.32,0.18,0.45,36%,32%,81%,75%
2,381,6010,131960,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,381,6004,138441,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,381,7009,107588,0,CYS,19,NE,NE,NE,NE,NE,NE,NE,NE
2,381,7005,107589,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,381,,,,,2524,51.3,-0.03,-0.07,0.01,35.1%,24.4%,65.0%,60.0%
1,382,4613,107782,0,VA,137,50.4,0.07,-0.12,0.25,30%,23%,66%,63%
1,382,4019,107758,0,CY,54,39.3,-0.44,-0.73,-0.15,61%,7%,41%,33%
1,382,4048,137424,0,ACC,204,51.3,0.45,0.30,0.60,39%,28%,68%,53%
1,382,6012,137487,0,F,83,55.3,-0.19,-0.44,0.07,92%,43%,76%,72%
1,382,4045,138111,0,AC,88,52.1,0.34,0.11,0.56,59%,23%,58%,57%
1,382,6026,132732,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,5400,137399,0,ACC,173,49.7,-0.25,-0.41,-0.08,82%,40%,65%,57%
1,382,4004,140660,0,AC,211,43.9,-0.53,-0.67,-0.38,49%,22%,54%,45%
1,382,6025,131714,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,5401,136283,0,ACC,158,70.1,0.27,0.10,0.43,84%,63%,99%,97%
1,382,4046,107769,0,CY,260,54.4,0.03,-0.10,0.16,45%,36%,69%,67%
1,382,4038,107763,0,FD,232,52.6,0.01,-0.13,0.15,22%,19%,76%,71%
1,382,6005,107786,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,6013,107791,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,6016,107793,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,4000,138706,0,ACC,174,54.7,0.06,-0.10,0.21,36%,29%,76%,72%
1,382,6017,107794,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,382,4002,139076,0,AC,139,46.0,-0.21,-0.39,-0.03,19%,12%,40%,37%
1,382,4040,136674,0,ACC,239,50.1,-0.41,-0.54,-0.27,34%,24%,73%,63%
1,382,4021,137500,0,ACC,141,46.1,0.07,-0.12,0.25,13%,6%,48%,38%
1,382,4009,107756,0,CY,80,48.0,0.16,-0.07,0.40,5%,4%,60%,51%
1,382,4022,107761,0,CY,118,40.1,-0.52,-0.71,-0.32,47%,12%,38%,34%
1,382,4801,136502,0,FD,90,41.8,0.26,0.03,0.50,4%,2%,39%,34%
1,382,4003,107755,0,FD,173,42.6,-0.39,-0.55,-0.23,13%,5%,47%,41%
1,382,4800,141470,0,ACC,194,46.2,-0.50,-0.65,-0.34,19%,9%,58%,51%
1,382,4013,137869,0,ACC,264,54.3,-0.06,-0.19,0.07,48%,30%,78%,67%
1,382,4049,137352,0,ACC,343,52.4,0.18,0.06,0.29,62%,39%,74%,71%
1,382,4061,107778,0,FD,177,44.8,-0.02,-0.18,0.14,7%,3%,54%,49%
1,382,4060,138959,0,ACC,166,45.6,-0.24,-0.41,-0.07,24%,14%,39%,28%
1,382,4005,142406,0,AC,,,,,,,,,
1,382,4044,107767,1,CY,104,44.6,0.11,-0.10,0.32,11%,7%,46%,44%
1,382,4057,107775,0,FD,211,45.0,-0.24,-0.39,-0.09,19%,11%,47%,45%
1,382,4500,107780,0,VC,251,47.4,0.00,-0.14,0.13,22%,10%,61%,54%
1,382,6015,107792,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,382,7015,134689,0,CYS,6,NE,NE,NE,NE,NE,NE,NE,NE
2,382,7011,107802,0,FDS,7,NE,NE,NE,NE,NE,NE,NE,NE
2,382,7000,107796,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,382,7001,107797,0,CYS,15,2.3,-1.53,-2.07,-0.99,0%,0%,0%,0%
2,382,7010,107801,0,CYS,9,0.2,-1.58,-2.37,-0.79,0%,0%,0%,0%
2,382,7013,107804,0,CYS,11,4.2,-2.93,-3.59,-2.27,0%,0%,0%,0%
2,382,7005,107799,0,CYS,25,1.4,-1.65,-2.07,-1.22,0%,0%,0%,0%
4,382,,,,,4539,48.7,-0.11,-0.14,-0.07,36.1%,21.6%,61.1%,55.1%
1,383,5400,137083,0,ACC,205,55.2,0.04,-0.10,0.19,91%,42%,78%,69%
1,383,4040,108058,0,CY,264,43.5,-0.36,-0.50,-0.23,23%,15%,52%,46%
1,383,4032,108057,0,CY,187,56.0,0.39,0.23,0.54,60%,44%,78%,75%
1,383,4106,108083,0,CY,223,51.9,-0.07,-0.21,0.07,34%,22%,63%,57%
1,383,4114,108091,0,FD,183,52.1,-0.13,-0.28,0.03,22%,19%,67%,59%
1,383,4113,108090,0,FD,208,47.4,0.02,-0.12,0.17,48%,24%,58%,51%
1,383,4071,142056,0,AC,207,45.5,0.03,-0.12,0.18,14%,5%,51%,46%
1,383,4751,108095,0,VA,188,51.3,-0.15,-0.30,0.01,70%,48%,62%,59%
1,383,4041,108059,0,CY,170,46.2,0.11,-0.06,0.27,68%,28%,51%,46%
1,383,4047,108065,0,FD,217,49.4,0.39,0.24,0.53,11%,6%,57%,54%
1,383,4065,137065,0,AC,171,37.2,-0.14,-0.33,0.05,26%,13%,36%,30%
1,383,4752,108096,0,VA,186,45.1,-0.21,-0.36,-0.05,39%,23%,59%,45%
1,383,4107,138304,0,AC,156,49.0,-0.01,-0.18,0.16,20%,15%,58%,51%
1,383,6905,131898,0,AC,173,38.3,-0.75,-0.92,-0.59,9%,3%,57%,39%
1,383,4026,137577,0,AC,177,53.8,0.55,0.39,0.71,44%,25%,72%,69%
1,383,6117,108117,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4112,136343,0,ACC,298,52.1,0.26,0.14,0.38,48%,29%,72%,62%
1,383,6007,108104,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,6112,108113,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4108,108085,0,FD,227,54.8,0.06,-0.08,0.20,63%,48%,73%,67%
1,383,4115,137775,0,ACC,225,55.2,0.07,-0.07,0.21,36%,27%,79%,75%
1,383,4055,139282,0,AC,178,44.5,-0.12,-0.28,0.04,13%,10%,42%,37%
1,383,4006,108055,0,CY,148,43.2,-0.49,-0.67,-0.30,56%,17%,47%,39%
1,383,4061,139646,0,AC,71,39.1,LOWCOV,LOWCOV,LOWCOV,44%,7%,25%,15%
1,383,8025,135771,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4000,136826,0,AC,97,34.8,-0.76,-0.97,-0.54,41%,9%,35%,31%
1,383,4066,139773,0,F,,,,,,,,,
1,383,6906,135935,0,AC,189,43.6,-0.36,-0.52,-0.21,37%,14%,40%,37%
1,383,4101,136392,0,ACC,253,53.7,0.41,0.27,0.54,70%,27%,72%,70%
1,383,4753,108097,0,VA,184,45.3,-0.26,-0.42,-0.10,8%,4%,48%,40%
1,383,6119,130274,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4501,137704,0,ACC,225,56.8,0.22,0.08,0.36,87%,50%,70%,68%
1,383,4110,108087,0,FD,169,45.4,-0.28,-0.44,-0.12,39%,20%,47%,43%
1,383,4102,108079,0,FD,190,50.5,-0.29,-0.44,-0.14,43%,23%,60%,47%
1,383,4062,108075,0,FD,136,47.6,0.13,-0.05,0.32,33%,18%,62%,60%
1,383,4103,138336,0,ACC,210,54.9,0.54,0.40,0.69,7%,5%,75%,73%
1,383,4063,108076,0,CY,255,51.9,0.09,-0.04,0.23,70%,39%,75%,66%
1,383,4104,108081,0,FD,200,44.8,-0.20,-0.35,-0.05,51%,18%,54%,48%
1,383,4067,140565,0,F,,,,,,,,,
1,383,4601,139351,0,ACC,185,57.0,0.12,-0.04,0.27,62%,41%,78%,75%
1,383,6907,135969,0,AC,183,38.2,-0.69,-0.86,-0.52,19%,7%,26%,22%
1,383,4037,139054,0,AC,185,38.2,-0.71,-0.87,-0.55,5%,3%,37%,31%
1,383,4068,141883,0,F,,,,,,,,,
1,383,4046,108064,0,FD,212,48.3,-0.08,-0.23,0.06,42%,20%,50%,43%
1,383,4072,142604,0,FUTC,,,,,,,,,
1,383,4111,108088,0,FD,127,50.3,-0.39,-0.58,-0.20,15%,6%,66%,61%
1,383,6113,108114,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4105,137383,0,ACC,294,56.5,0.38,0.26,0.51,60%,51%,83%,80%
2,383,7062,108123,0,CYS,17,NE,NE,NE,NE,NE,NE,NE,NE
2,383,6000,139733,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,383,7068,108129,1,CYS,28,2.6,-2.87,-3.27,-2.48,0%,0%,0%,0%
2,383,7015,108119,0,CYS,16,0.5,-1.67,-2.20,-1.13,0%,0%,0%,0%
2,383,7073,134885,0,CYS,16,1.2,-1.88,-2.44,-1.33,0%,0%,0%,0%
2,383,7016,108120,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,383,7005,142630,0,ACS,,,,,,,,,
2,383,7072,108133,0,CYS,9,NE,NE,NE,NE,NE,NE,NE,NE
2,383,7074,134884,0,CYS,27,3.7,-1.42,-1.84,-0.99,0%,0%,4%,4%
4,383,,,,,7525,48.0,-0.07,-0.10,-0.05,40.5%,22.6%,59.0%,53.2%
1,384,6000,108300,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,384,4026,136613,0,ACC,145,43.8,0.37,0.19,0.54,53%,14%,44%,41%
1,384,4027,139501,0,ACC,136,43.5,-0.09,-0.27,0.09,15%,10%,51%,47%
1,384,4015,136633,0,ACC,236,53.3,0.53,0.39,0.67,13%,12%,70%,69%
1,384,4506,137764,0,ACC,124,42.9,0.10,-0.10,0.30,18%,7%,47%,44%
1,384,4029,137001,0,ACC,190,49.4,-0.05,-0.21,0.10,21%,13%,66%,62%
1,384,4031,138006,0,ACC,80,48.7,0.29,0.06,0.53,28%,21%,56%,54%
1,384,4000,138593,0,AC,62,46.1,0.19,-0.08,0.45,11%,3%,71%,63%
1,384,4504,137655,0,ACC,171,45.9,-0.09,-0.25,0.08,41%,19%,54%,48%
1,384,4003,139335,0,AC,261,43.8,-0.14,-0.27,-0.01,15%,5%,50%,41%
1,384,4028,138707,0,ACC,208,50.6,0.02,-0.12,0.17,53%,25%,69%,62%
1,384,4006,108271,0,CY,313,49.6,-0.06,-0.18,0.06,30%,25%,64%,58%
1,384,4020,139500,0,ACC,204,50.1,0.14,-0.01,0.29,61%,30%,63%,58%
1,384,4030,137011,0,ACC,271,46.4,0.11,-0.01,0.24,38%,24%,57%,50%
1,384,4023,136462,0,ACC,268,52.8,-0.19,-0.32,-0.06,38%,28%,78%,74%
1,384,6905,135961,0,AC,356,55.6,0.30,0.19,0.41,21%,18%,84%,80%
1,384,6115,108306,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,384,4800,138950,0,ACC,153,51.8,0.33,0.16,0.50,35%,27%,62%,58%
1,384,4604,138951,0,ACC,280,51.7,0.08,-0.05,0.20,60%,29%,75%,66%
1,384,6027,108303,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,384,4009,136394,0,ACC,134,44.7,-0.04,-0.24,0.15,30%,21%,54%,49%
1,384,6114,108305,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,384,6116,108307,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,384,6120,131136,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,384,7056,131526,0,CYS,8,0.5,-2.47,-3.21,-1.73,0%,0%,0%,0%
2,384,7002,108311,0,FDS,32,1.3,-1.67,-2.04,-1.29,0%,0%,0%,0%
2,384,6348,135216,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,384,7055,133719,0,CYS,18,NE,NE,NE,NE,NE,NE,NE,NE
4,384,,,,,3647,48.5,0.06,0.03,0.10,33.0%,19.3%,63.2%,57.9%
1,390,6000,138118,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,390,4605,137852,0,ACC,192,53.0,0.23,0.08,0.38,63%,40%,80%,70%
1,390,6900,108420,0,CTC,183,61.3,0.53,0.37,0.68,63%,49%,92%,89%
1,390,6002,108414,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,390,4036,108407,0,CY,157,45.4,-0.54,-0.71,-0.38,55%,24%,57%,46%
1,390,4043,137898,0,ACC,173,44.2,-0.32,-0.48,-0.16,26%,17%,48%,40%
1,390,4041,108410,0,CY,114,47.3,-0.31,-0.51,-0.11,26%,17%,46%,46%
1,390,4027,137942,0,ACC,255,50.8,-0.21,-0.34,-0.08,22%,17%,69%,62%
1,390,4606,137851,0,ACC,226,55.2,0.04,-0.10,0.17,56%,40%,78%,73%
1,390,4000,140035,0,AC,119,40.2,-0.60,-0.80,-0.41,10%,3%,31%,28%
1,390,4001,141185,0,AC,198,50.4,-0.18,-0.33,-0.03,16%,14%,66%,65%
1,390,4029,137360,0,ACC,240,54.8,0.07,-0.07,0.20,63%,28%,69%,63%
2,390,7002,138652,0,ACCS,14,3.2,-2.33,-2.89,-1.77,0%,0%,0%,0%
2,390,7009,131200,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE
2,390,7006,108426,0,CYS,16,8.9,-2.64,-3.16,-2.12,0%,0%,0%,0%
2,390,7008,130942,0,CYS,16,0.3,-2.10,-2.68,-1.52,0%,0%,0%,0%
